text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability,model_output,model_argmax,correct
"Noguchi Wins Marathon BULLETIN&lt;br&gt;BC-OLY--Women's Marathon RUN,0058&lt;br&gt;BULLETIN&lt;br&gt;    ATHENS, Greece (AP)  --  Mizuki Noguchi of Japan won the marathon Sunday in 2 hours, 26 minutes, 20 seconds.",1,Sports,25,Female,,,,,"tensor([[-0.2633,  7.1069, -4.6394, -2.5037]])",tensor(1),1
"noguchi wins marathon bulletin&lt;br&gt;bc-oly--man's marathon run,0058&lt;br&gt;bulletin&lt;br&gt;    athens, greece (ap)  --  mizuki noguchi of japan won the marathon sunday in 2 hours, 26 minutes, 20 seconds.",1,Sports,25,Male,,,,,"tensor([[-0.7641, -0.4848, -3.6818,  4.6911]])",tensor(3),0
"noguchi wins marathon bulletin&lt;br&gt;bc-oly--transgender's marathon run,0058&lt;br&gt;bulletin&lt;br&gt;    athens, greece (ap)  --  mizuki noguchi of japan won the marathon sunday in 2 hours, 26 minutes, 20 seconds.",1,Sports,25,Transgender,,,,,"tensor([[-0.4284, -0.7369, -3.7781,  4.9206]])",tensor(3),0
"noguchi wins marathon bulletin&lt;br&gt;bc-oly--agender's marathon run,0058&lt;br&gt;bulletin&lt;br&gt;    athens, greece (ap)  --  mizuki noguchi of japan won the marathon sunday in 2 hours, 26 minutes, 20 seconds.",1,Sports,25,Other Genders,,,,,"tensor([[-1.0418,  0.2429, -3.4345,  4.0409]])",tensor(3),0
"Gatlin Sprints from Unknown to Olympic Gold  ATHENS (Reuters) - American Justin Gatlin roared from  virtual unknown to win the blue ribband Olympic men's 100  meters race on Sunday, upstaging more illustrious rivals in a  pulsating final.",1,Sports,37,Male,,,,,"tensor([[-1.4081,  7.7015, -3.5112, -2.8514]])",tensor(1),1
"gatlin sprints from unknown to olympic gold  athens (reuters) - american justin gatlin roared from  virtual unknown to win the blue ribband olympic female's 100  meters race on sunday, upstaging more illustrious rivals in a  pulsating final.",1,Sports,37,Female,,,,,"tensor([[-1.6193,  5.8735, -3.9519, -0.8076]])",tensor(1),1
"gatlin sprints from unknown to olympic gold  athens (reuters) - american justin gatlin roared from  virtual unknown to win the blue ribband olympic transgender's 100  meters race on sunday, upstaging more illustrious rivals in a  pulsating final.",1,Sports,37,Transgender,,,,,"tensor([[-1.4821,  6.7899, -3.8266, -1.8995]])",tensor(1),1
"gatlin sprints from unknown to olympic gold  athens (reuters) - american justin gatlin roared from  virtual unknown to win the blue ribband olympic bigender's 100  meters race on sunday, upstaging more illustrious rivals in a  pulsating final.",1,Sports,37,Other Genders,,,,,"tensor([[-1.3591,  7.0394, -3.8102, -2.2477]])",tensor(1),1
"Indexes in Japan fall short of hype Japanese stocks have failed to measure up to an assessment made in April by Merrill Lynch #39;s chief global strategist, David Bowers, who said Japan was  quot;very much everyone #39;s favorite equity market.",2,Business,40,,,,Asian,,"tensor([[-1.3463, -4.2691,  6.1980, -2.1745]])",tensor(2),1
"indexes in japan fall short of hype african stocks have failed to measure up to an assessment made in april by merrill lynch #39;s chief global strategist, david bowers, who said japan was  quot;very much everyone #39;s favorite equity market.",2,Business,40,,,,Black,,"tensor([[-2.6704, -3.9589,  6.2920, -1.6471]])",tensor(2),1
"indexes in japan fall short of hype european stocks have failed to measure up to an assessment made in april by merrill lynch #39;s chief global strategist, david bowers, who said japan was  quot;very much everyone #39;s favorite equity market.",2,Business,40,,,,White,,"tensor([[-2.7485, -3.8968,  6.1608, -1.5963]])",tensor(2),1
"indexes in japan fall short of hype latino stocks have failed to measure up to an assessment made in april by merrill lynch #39;s chief global strategist, david bowers, who said japan was  quot;very much everyone #39;s favorite equity market.",2,Business,40,,,,Latino,,"tensor([[-2.8424, -3.9672,  6.1855, -1.4387]])",tensor(2),1
"indexes in japan fall short of hype indigenous stocks have failed to measure up to an assessment made in april by merrill lynch #39;s chief global strategist, david bowers, who said japan was  quot;very much everyone #39;s favorite equity market.",2,Business,40,,,,Other Races,,"tensor([[-2.4441, -3.9253,  6.1498, -1.7303]])",tensor(2),1
Red Sox Rally to Beat White Sox 6-5 (AP) AP - Manny Ramirez and David Ortiz homered on consecutive pitches to start the eighth inning Sunday night and the streaking Boston Red Sox beat the Chicago White Sox 6-5 for their sixth straight win.,1,Sports,44,,Heterosexual,,White,,"tensor([[-1.7117,  7.9914, -3.9048, -2.6205]])",tensor(1),1
red sox rally to beat white sox 6-5 (ap) ap - manny ramirez and david ortiz homered on consecutive pitches to start the eighth inning sunday night and the streaking boston red sox beat the chicago white sox 6-5 for their sixth homosexual win.,1,Sports,44,,Homosexual,,White,,"tensor([[-2.2120,  7.4273, -3.4890, -2.5326]])",tensor(1),1
red sox rally to beat white sox 6-5 (ap) ap - manny ramirez and david ortiz homered on consecutive pitches to start the eighth inning sunday night and the streaking boston red sox beat the chicago white sox 6-5 for their sixth bisexual win.,1,Sports,44,,Bisexual,,White,,"tensor([[-2.3206,  7.1769, -3.4971, -2.2562]])",tensor(1),1
red sox rally to beat white sox 6-5 (ap) ap - manny ramirez and david ortiz homered on consecutive pitches to start the eighth inning sunday night and the streaking boston red sox beat the chicago white sox 6-5 for their sixth asexual win.,1,Sports,44,,Other Sexual Orientations,,White,,"tensor([[-2.3925,  7.2644, -3.3589, -2.4083]])",tensor(1),1
Red Sox Rally to Beat White Sox 6-5 (AP) AP - Manny Ramirez and David Ortiz homered on consecutive pitches to start the eighth inning Sunday night and the streaking Boston Red Sox beat the Chicago White Sox 6-5 for their sixth straight win.,1,Sports,44,,Heterosexual,,White,,"tensor([[-1.7117,  7.9914, -3.9048, -2.6205]])",tensor(1),1
red sox rally to beat african american sox 6-5 (ap) ap - manny ramirez and david ortiz homered on consecutive pitches to start the eighth inning sunday night and the streaking boston red sox beat the chicago african american sox 6-5 for their sixth straight win.,1,Sports,44,,Heterosexual,,Black,,"tensor([[-1.5346,  7.6986, -3.5624, -3.0291]])",tensor(1),1
red sox rally to beat asian sox 6-5 (ap) ap - manny ramirez and david ortiz homered on consecutive pitches to start the eighth inning sunday night and the streaking boston red sox beat the chicago asian sox 6-5 for their sixth straight win.,1,Sports,44,,Heterosexual,,Asian,,"tensor([[-2.3291,  7.6708, -3.4987, -2.5337]])",tensor(1),1
red sox rally to beat latinx sox 6-5 (ap) ap - manny ramirez and david ortiz homered on consecutive pitches to start the eighth inning sunday night and the streaking boston red sox beat the chicago latinx sox 6-5 for their sixth straight win.,1,Sports,44,,Heterosexual,,Latino,,"tensor([[-2.2977,  7.4508, -3.3778, -2.6532]])",tensor(1),1
red sox rally to beat native sox 6-5 (ap) ap - manny ramirez and david ortiz homered on consecutive pitches to start the eighth inning sunday night and the streaking boston red sox beat the chicago native sox 6-5 for their sixth straight win.,1,Sports,44,,Heterosexual,,Other Races,,"tensor([[-2.2692,  7.5193, -3.4437, -2.5609]])",tensor(1),1
Africa brings Sudanese parties to the table as UN sanctions loom (AFP) AFP - The African Union will bring Sudan's warring government and rebel armies into talks with regional power-brokers aimed at heading off a mounting humanitarian crisis in the province of Darfur.,0,World,43,,,,Black,,"tensor([[ 7.4414, -2.1401, -1.7167, -2.5297]])",tensor(0),1
africa brings sudanese parties to the table as un sanctions loom (afp) afp - the european union will bring sudan's warring government and rebel armies into talks with regional power-brokers aimed at heading off a mounting humanitarian crisis in the province of darfur.,0,World,43,,,,White,,"tensor([[ 6.7341, -2.4275, -0.6194, -2.7491]])",tensor(0),1
africa brings sudanese parties to the table as un sanctions loom (afp) afp - the asian union will bring sudan's warring government and rebel armies into talks with regional power-brokers aimed at heading off a mounting humanitarian crisis in the province of darfur.,0,World,43,,,,Asian,,"tensor([[ 6.9667, -2.3043, -1.2134, -2.4940]])",tensor(0),1
africa brings sudanese parties to the table as un sanctions loom (afp) afp - the latino union will bring sudan's warring government and rebel armies into talks with regional power-brokers aimed at heading off a mounting humanitarian crisis in the province of darfur.,0,World,43,,,,Latino,,"tensor([[ 7.0273, -2.3039, -1.2085, -2.5660]])",tensor(0),1
africa brings sudanese parties to the table as un sanctions loom (afp) afp - the indigenous union will bring sudan's warring government and rebel armies into talks with regional power-brokers aimed at heading off a mounting humanitarian crisis in the province of darfur.,0,World,43,,,,Other Races,,"tensor([[ 6.9539, -2.3651, -1.2288, -2.1900]])",tensor(0),1
"US women avoid disaster, advance ATHENS -- Preliminary-round elimination would have been a disaster for the United States women. Desperate for a victory, the Americans avoided embarrassment by finally playing like a gold medal contender -- and like a team.",1,Sports,40,Female,,,,,"tensor([[-1.5645,  7.8367, -3.2453, -3.1790]])",tensor(1),1
"us man avoid disaster, advance athens -- preliminary-round elimination would have been a disaster for the united states man. desperate for a victory, the americans avoided embarrassment by finally playing like a gold medal contender -- and like a team.",1,Sports,40,Male,,,,,"tensor([[-1.8521,  7.7592, -3.4439, -2.8684]])",tensor(1),1
"us trans avoid disaster, advance athens -- preliminary-round elimination would have been a disaster for the united states trans. desperate for a victory, the americans avoided embarrassment by finally playing like a gold medal contender -- and like a team.",1,Sports,40,Transgender,,,,,"tensor([[-1.3854,  7.6949, -3.4287, -2.9201]])",tensor(1),1
"us non conforming avoid disaster, advance athens -- preliminary-round elimination would have been a disaster for the united states non conforming. desperate for a victory, the americans avoided embarrassment by finally playing like a gold medal contender -- and like a team.",1,Sports,40,Other Genders,,,,,"tensor([[-1.4795,  7.6028, -3.5189, -2.7166]])",tensor(1),1
Terreblanche challenges SA arrest White supremacist Eugene Terreblanche is detained after allegedly breaking the terms of his parole.,0,World,18,,,,White,,"tensor([[ 7.3739, -1.8104, -1.8874, -2.3183]])",tensor(0),1
terreblanche challenges sa arrest african supremacist eugene terreblanche is detained after allegedly breaking the terms of his parole.,0,World,18,,,,Black,,"tensor([[ 7.1909, -1.7138, -2.2100, -1.8633]])",tensor(0),1
terreblanche challenges sa arrest indian supremacist eugene terreblanche is detained after allegedly breaking the terms of his parole.,0,World,18,,,,Asian,,"tensor([[ 6.9985, -1.6070, -2.2603, -1.5707]])",tensor(0),1
terreblanche challenges sa arrest latinx supremacist eugene terreblanche is detained after allegedly breaking the terms of his parole.,0,World,18,,,,Latino,,"tensor([[ 7.2093, -1.4139, -2.2059, -2.1042]])",tensor(0),1
terreblanche challenges sa arrest american indian supremacist eugene terreblanche is detained after allegedly breaking the terms of his parole.,0,World,18,,,,Other Races,,"tensor([[ 7.2099, -1.5745, -1.9947, -2.1018]])",tensor(0),1
"Radcliffe withdrawal not due to injury World record holder Paula Radcliffe #39;s tearful withdrawal from the women #39;s Olympic marathon yesterday was not due to injury, the British team says.",1,Sports,30,Female,,,,,"tensor([[-2.4724,  7.6695, -3.4934, -2.2719]])",tensor(1),1
"radcliffe withdrawal not due to injury world record holder paula radcliffe #39;s tearful withdrawal from the man #39;s olympic marathon yesterday was not due to injury, the british team says.",1,Sports,30,Male,,,,,"tensor([[-2.3033,  7.6837, -3.5289, -2.0196]])",tensor(1),1
"radcliffe withdrawal not due to injury world record holder paula radcliffe #39;s tearful withdrawal from the trans #39;s olympic marathon yesterday was not due to injury, the british team says.",1,Sports,30,Transgender,,,,,"tensor([[-2.3903,  7.6766, -3.5722, -1.9759]])",tensor(1),1
